iter	Logloss
364	0.5275656486
365	0.5272616158
366	0.5269828182
367	0.5267640182
368	0.5264784452
369	0.5262053007
370	0.5259552093
371	0.5256433501
372	0.5252630668
373	0.5249980536
374	0.5247362358
375	0.5244581768
376	0.5241759203
377	0.5238229539
378	0.5234859054
379	0.5232006261
380	0.5228917776
381	0.5225675371
382	0.5223050402
383	0.522028161
384	0.5217242146
385	0.521433676
386	0.5211554029
387	0.5208815994
388	0.5205886411
389	0.5202653198
390	0.5199584385
391	0.5196924034
392	0.519378609
393	0.5190791629
394	0.5187562505
395	0.5185038393
396	0.5182134059
397	0.517870551
398	0.5176564848
399	0.5173902244
400	0.5170930309
401	0.5168056916
402	0.5165578665
403	0.5162836612
404	0.5159659584
405	0.5156778222
406	0.5154239498
407	0.5151418775
408	0.5148401142
409	0.5145403803
410	0.5142613377
411	0.5139525545
412	0.5137032604
413	0.5134211161
414	0.5132124183
415	0.5129556175
416	0.5127055976
417	0.5124443267
418	0.512174454
419	0.5119274471
420	0.5116569981
421	0.5113907895
422	0.5111147125
423	0.5108487842
424	0.5105673009
425	0.5102945283
426	0.5100400359
427	0.5098233045
428	0.509578363
429	0.509277982
430	0.5090147381
431	0.5087307906
432	0.5084946067
433	0.5081985654
434	0.5079242746
435	0.5076731856
436	0.5074366322
437	0.5071744458
438	0.5069020818
439	0.5066299345
440	0.5063646066
441	0.5060828496
442	0.505843144
443	0.5055681346
444	0.5052664067
445	0.5049857899
446	0.504677963
447	0.5043908644
448	0.5041538797
449	0.5039110925
450	0.5036591491
451	0.5033161724
452	0.5030693722
453	0.5028707292
454	0.5026704853
455	0.5023974111
456	0.5020944026
457	0.5018309451
458	0.5015957774
459	0.5013572472
460	0.5010776889
461	0.5008365283
462	0.5006268921
463	0.5003999026
464	0.5001575703
465	0.4998867801
466	0.499669146
467	0.4993989047
468	0.4991093749
469	0.4988616128
470	0.4986161675
471	0.4983091518
472	0.4980329195
473	0.4977329585
474	0.497469513
475	0.4972094981
476	0.4969279379
477	0.4967202773
478	0.4964293937
479	0.4962065311
480	0.4959856683
481	0.4957541231
482	0.4954549245
483	0.4952279837
484	0.4949780015
485	0.4947465864
486	0.4945096916
487	0.4942397278
488	0.4939647204
489	0.4937228416
490	0.4935089883
491	0.4932064734
492	0.4929573523
493	0.4927136797
494	0.4924635828
495	0.4921456176
496	0.4919293307
497	0.4916722269
498	0.4914869512
499	0.4912007801
500	0.4910332179
501	0.4908073245
502	0.4905738776
503	0.4903131432
504	0.4900803933
505	0.4898202924
506	0.4895859085
507	0.4892950362
508	0.4890585766
509	0.4888485319
510	0.4886268177
511	0.4883979953
512	0.4881705582
513	0.4879544346
514	0.4877678947
515	0.4875704039
516	0.487288207
517	0.4870200963
518	0.4867736464
519	0.4865256894
520	0.4862595166
521	0.4860568296
522	0.4858464031
523	0.4856027362
524	0.4853584894
525	0.4850927397
526	0.4848446378
527	0.4845968844
528	0.4843102299
529	0.484066633
530	0.4838766519
531	0.4836364508
532	0.4834253286
533	0.4832010997
534	0.4829645098
535	0.4827648624
536	0.4825672894
537	0.482337671
538	0.4820837868
539	0.4818883656
540	0.4816278939
541	0.4814273401
542	0.4811644851
543	0.4809176777
544	0.4806918265
545	0.4804597427
546	0.4802407904
547	0.4800388537
548	0.4798594071
549	0.479653616
550	0.4794678164
551	0.4792468415
552	0.4789846073
553	0.4787505586
554	0.4785384569
555	0.4782954117
556	0.4780667139
557	0.477878354
558	0.4776237392
559	0.4773936596
560	0.4771732606
561	0.4769363931
562	0.4767414816
563	0.4765600264
564	0.4763590557
565	0.4761957004
566	0.4760159729
567	0.4758193621
568	0.4756050475
569	0.4753683487
570	0.4751325553
571	0.4748994598
572	0.4747019639
573	0.4745106599
574	0.4743384998
575	0.4741285369
576	0.4739026513
577	0.4736656172
578	0.4734816012
579	0.4732274322
580	0.4730809449
581	0.4728368961
582	0.4726207587
583	0.4723894114
584	0.4721864207
585	0.4719581646
586	0.4717808278
587	0.4715706359
588	0.4713613428
589	0.4711535949
590	0.470923925
591	0.4707302731
592	0.4705464264
593	0.4703086939
594	0.4700785265
595	0.4699127944
596	0.4696597834
597	0.469476933
598	0.4692630606
599	0.4690376694
600	0.4688269424
601	0.4686414379
602	0.4684488267
603	0.4682876664
604	0.4680933583
605	0.4679531444
606	0.4677243176
607	0.4674958098
608	0.4672937811
609	0.4670873625
610	0.4668995353
611	0.4666991401
612	0.4665322497
613	0.4663741083
614	0.4662058478
615	0.4660112595
616	0.465837518
617	0.4656255875
618	0.4654678707
619	0.4653366347
620	0.4651179283
621	0.4649318267
622	0.4647126702
623	0.4645322035
624	0.4643454694
625	0.4642089792
626	0.4640524311
627	0.4638817681
628	0.4636407871
629	0.4635213052
630	0.4633359615
631	0.4631330177
632	0.4629330751
633	0.4627394949
634	0.4625884609
635	0.4624145738
636	0.4622376593
637	0.4620478404
638	0.4618887741
639	0.4617193963
640	0.4615265891
641	0.4613712288
642	0.4611716045
643	0.4609632075
644	0.4607985366
645	0.4605863794
646	0.4604535825
647	0.460276751
648	0.4600863817
649	0.459837167
650	0.4596715962
651	0.459470645
652	0.459245395
653	0.4590965358
654	0.4589399324
655	0.458727451
656	0.4585531802
657	0.4583542285
658	0.4581651206
659	0.4579845852
660	0.4577949096
661	0.4576189317
662	0.4574860331
663	0.4573034713
664	0.4571288975
665	0.4569941249
666	0.4567967479
667	0.4565738981
668	0.4563606701
669	0.4561987767
670	0.4559823022
671	0.4558210716
672	0.4556002861
673	0.4554526221
674	0.4552942938
675	0.4551270397
676	0.4549723715
677	0.4547859456
678	0.4546160202
679	0.4544398904
680	0.454273623
681	0.454127707
682	0.4539625022
683	0.453827746
684	0.4536485836
685	0.4534314659
686	0.4532339929
687	0.4530458221
688	0.4528723902
689	0.4527215396
690	0.4525702976
691	0.4523871481
692	0.4522028253
693	0.4520653009
694	0.4518855451
695	0.4517595663
696	0.4515960342
697	0.4514336469
698	0.4513127655
699	0.4510977249
700	0.4508951432
701	0.450782078
702	0.450636251
703	0.4504573132
704	0.4502792097
705	0.4500749331
706	0.4499056348
707	0.4497524063
708	0.4496297832
709	0.4494769954
710	0.449325518
711	0.4491902368
712	0.4489926292
713	0.44884682
714	0.4486530267
715	0.4485131009
716	0.4483588158
717	0.4482398081
718	0.4480668869
719	0.4479139022
720	0.4477489111
721	0.4475749651
722	0.4474027221
723	0.4472675658
724	0.4471036531
725	0.4468844038
726	0.4466918624
727	0.4465525131
728	0.4463608546
729	0.4462024979
730	0.4460307752
731	0.4459009261
732	0.445770181
733	0.4455879863
734	0.445422549
735	0.445289127
736	0.4451499389
737	0.4450068595
738	0.4448106462
739	0.4446730149
740	0.4444926113
741	0.4443385236
742	0.4441749339
743	0.4440109431
744	0.4438435692
745	0.4436737092
746	0.4435004386
747	0.4433530347
748	0.4431854387
749	0.4430638131
750	0.4429217472
751	0.4427543186
752	0.4426115431
753	0.4424687913
754	0.4423087427
755	0.4421796024
756	0.4420349237
757	0.4418965605
758	0.4417598568
759	0.4416323335
760	0.4415082442
761	0.4414125741
762	0.441248948
763	0.4410765264
764	0.4409436278
765	0.440780182
766	0.4406400391
767	0.4404823532
768	0.4403402103
769	0.4401934692
770	0.4400387321
771	0.4399016031
772	0.4397716708
773	0.4396286251
774	0.4394755034
775	0.4393441953
776	0.4392024947
777	0.4390439677
778	0.4389068371
779	0.4387609324
780	0.4386384583
781	0.4384632872
782	0.4382715767
783	0.4381507814
784	0.4379663265
785	0.4378129329
786	0.4376978933
787	0.4375622768
788	0.437370769
789	0.4372042851
790	0.4370222549
791	0.4368614263
792	0.4367701155
793	0.4366298282
794	0.4365211417
795	0.4363884435
796	0.4362428361
797	0.4360729549
798	0.435984513
799	0.4358315395
800	0.4356822191
801	0.4355512908
802	0.4354040396
803	0.4352780262
804	0.435159515
805	0.4349933195
806	0.4348789081
807	0.4347681925
808	0.43464384
809	0.4345056917
810	0.4343583353
811	0.4342110537
812	0.434035168
813	0.4338965326
814	0.4337721464
815	0.4336606825
816	0.4334999124
817	0.4333552766
818	0.4332459402
819	0.4331133036
820	0.4329565737
821	0.4328099509
822	0.4326696822
823	0.4325582383
824	0.4324072056
825	0.432297183
826	0.4321686397
827	0.4320477586
828	0.4319223692
829	0.4317859473
830	0.4316581457
831	0.4315229098
832	0.4314046836
833	0.4313011318
834	0.4311707936
835	0.4310476932
836	0.4309151657
837	0.4307749294
838	0.4306056851
839	0.4304319483
840	0.4303133896
841	0.4301838723
842	0.4300058624
843	0.4298742445
844	0.4296992713
845	0.4295907329
846	0.4294616943
847	0.4293637983
848	0.4292737436
849	0.4291162789
850	0.4289792283
851	0.4288636152
852	0.4287764029
853	0.4286796568
854	0.4284909641
855	0.4283564414
856	0.4282133988
857	0.4280775107
858	0.4279560507
859	0.427847411
860	0.4277213066
861	0.4276114726
862	0.4274902759
863	0.427350678
864	0.427209473
865	0.4270617789
866	0.4269481229
867	0.4268465294
868	0.4267310466
869	0.4266100463
870	0.4265066989
871	0.4264086951
872	0.4262905541
873	0.4261835916
874	0.4260497447
875	0.4258648927
876	0.4257458039
877	0.4256231824
878	0.425493384
879	0.4253706949
880	0.4252552623
881	0.4251390705
882	0.4250127379
883	0.4248619824
884	0.4247369595
885	0.4246209224
886	0.4244735772
887	0.4243749981
888	0.4242327411
889	0.4241358431
890	0.4240282734
891	0.4239171598
892	0.4237807777
893	0.4236659498
894	0.4235632393
895	0.4234704787
896	0.4233450354
897	0.4232324558
898	0.4231025257
899	0.4229536661
900	0.422813994
901	0.4226677877
902	0.422539726
903	0.4224095361
904	0.4222370452
905	0.4221484427
906	0.4220336909
907	0.4218924671
908	0.4217856354
909	0.4216870466
910	0.4215532331
911	0.4214289876
912	0.4212871236
913	0.4211950079
914	0.4210999938
915	0.4209922277
916	0.4208724668
917	0.4207304278
918	0.4205673726
919	0.4204800622
920	0.4203796277
921	0.4202838361
922	0.4201814282
923	0.4200536349
924	0.4199610487
925	0.4198644986
926	0.4197713633
927	0.4196520075
928	0.4195590418
929	0.4194168596
930	0.4193097842
931	0.4191582072
932	0.4190185097
933	0.4189301213
934	0.4188175698
935	0.4187180732
936	0.4185954337
937	0.4184429708
938	0.4183254804
939	0.4182194251
940	0.4180709511
941	0.4179496789
942	0.4178283025
943	0.4177473703
944	0.4176394501
945	0.4174952945
946	0.4173800838
947	0.4172945235
948	0.417135969
949	0.4170374165
950	0.4169521367
951	0.4168418145
952	0.416742758
953	0.4166544144
954	0.416550475
955	0.4164480661
956	0.4163360466
957	0.4162363892
958	0.4161256978
959	0.4160186746
960	0.4159206845
961	0.4158179428
962	0.4157262447
963	0.4156099418
964	0.4154599675
965	0.4153661715
966	0.4152847685
967	0.4151809197
968	0.4150770066
969	0.414993104
970	0.4148751764
971	0.414795612
972	0.4146782691
973	0.4145941939
974	0.4145020345
975	0.4144076683
976	0.4142920371
977	0.4142007059
978	0.414091514
979	0.4139954423
980	0.4138977207
981	0.4137929875
982	0.4136920686
983	0.4135845863
984	0.4134998619
985	0.4134126481
986	0.4133253019
987	0.4131862215
988	0.4130889833
989	0.4129890586
990	0.412925552
991	0.4128101486
992	0.4127074506
993	0.4126296721
994	0.4125334841
995	0.4124417164
996	0.4123602468
997	0.4122612551
998	0.4121572296
999	0.412043897
